        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
65305  292.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     2.0 -186.368435   35.057734  189.637122  588.615594   28187.378745    0.463958   28187.610724  3.280676e-01   -0.079392  -0.026172    0.243722    0.257703  18.931593   7.787874  18.244896  7.437997e-07  7.855205e-01  2.267222e-06  0.143255
65306  293.0  906.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  -72.877219 -226.770049  238.192662  483.919235   28186.535351    0.037545   28186.558022  1.994982e-02   -0.145908  -0.044166    0.473276    0.497275  17.854145   3.466632  16.841128  2.123493e-06  2.492754e+01  1.064471e-04  0.063527
65307  294.0  906.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  160.780422  268.487331  312.946946  366.124580   28185.482854    0.062411   28185.505033  3.490334e-02   -0.650599  -0.171535    2.072266    2.178763  17.987798   8.525460  14.770343  1.625370e-05  6.242455e+01  4.656908e-04  0.155867
65322  309.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -328.801313  438.564654  548.132520   12.645186   28186.641087    0.008102   28186.645138  5.728914e-03   -0.107443  -0.010748    0.290092    0.309539  20.416504   6.522348   5.712784  1.935820e-03  5.404043e+01  3.379624e-01  0.121205
65346  333.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   38.570491  174.963205  179.164187   93.153561   28259.651222    0.009233   28259.655838  6.528393e-03   -0.085183  -0.029571    0.257504    0.272856  19.298560   6.768889  19.144292  3.144380e-05  4.180172e+01  4.817206e-03  0.124882
65405  392.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -295.976075    4.584071  296.011572  206.733260   28102.772566    0.047487   28102.796310  3.357820e-02   -0.428673  -0.142453    1.652621    1.713247  15.287646   9.942212  18.382276  4.008661e-05  5.102412e+01  1.193864e-03  0.178988
65497   32.0  907.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -190.802017   17.539263  191.606459   18.023257   74891.469738    0.003541   74891.471508  2.503681e-03   -0.145581  -0.014941    0.401351    0.427202  20.033543   0.929693   5.859669  1.315125e-03  1.706978e+02  5.254864e-01  0.017270
65509   44.0  907.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     2.0  111.608071    2.363591  111.633096  349.336907   74908.582729    0.057461   74908.620844  3.300999e-02   -0.736461  -0.098254    1.778996    1.927916  22.667539   4.500146   7.599203  1.579789e-05  5.840577e+01  4.785935e-04  0.085030
65516   51.0  907.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -424.096840  236.819506  485.738209  136.123184   74908.743054    0.028646   74908.757376  2.025549e-02   -1.518066  -0.209727    3.666548    3.973960  22.683164  14.398358   7.865844  2.144664e-04  1.962014e+02  1.058859e-02  0.269508
65547   30.0  908.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -32.389756  186.081189  188.879076  108.397064   28431.399306    0.026771   28431.412691  1.893007e-02   -0.052760   0.153079    0.419536    0.449712  21.103627   0.649089 -70.983191  3.827358e-05  2.375772e+01  2.021947e-03  0.012143
65594   77.0  908.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -104.487113   73.440225  127.714617  408.263897   28332.813475    0.081072   28332.854011  5.732626e-02   -0.011211   0.247577    0.669462    0.713869  20.314281  10.888489 -87.407361  4.282884e-06  1.245295e+01  7.471200e-05  0.201426
65656   53.0  909.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  350.785523  311.766641  469.306852  234.603231   53066.044009    0.011667   53066.049842  8.249666e-03    0.012566  -0.560344    1.264575    1.383218  23.903877  13.388601 -88.715303  2.513175e-05  1.676900e+02  3.046766e-03  0.253279
65674   71.0  909.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  202.148795 -241.579303  314.999515    4.941163   52321.756691    0.001374   52321.757377  9.713068e-04   -0.018488  -0.103918    0.295787    0.314056  19.638629   5.666509  79.911832  1.286321e-02  3.236672e+02  1.325685e+01  0.104836
65675   72.0  909.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  137.436043  423.072673  444.836097   48.704689   52320.377281    0.024925   52320.389743  1.762482e-02   -0.026787  -0.280771    0.831818    0.878335  18.730358   4.465627  84.550269  3.702700e-04  4.983793e+01  2.100963e-02  0.082215
65698   11.0  910.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -150.916358  -96.248966  178.996119    7.774246   24879.039472    0.003078   24879.041011  2.176507e-03   -0.307310  -0.160444    3.487210    3.504402   5.677263   0.095531  27.568658  5.798255e-02  1.610844e+03  2.665243e+01  0.001676
65726   39.0  910.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   15.978734  108.432226  109.603228  401.771379   24822.954755    0.066715   24822.988113  4.717458e-02   -0.019805  -0.037417    0.381908    0.384253   6.325456   1.919298  62.107718  2.380449e-06  8.145507e+00  5.046150e-05  0.033697
65767   80.0  910.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  -79.155826 -403.589520  411.278671  205.397650   24948.111788    0.004225   24948.113901  2.987505e-03   -0.062694  -0.034971    0.336947    0.344527  12.027218   1.195125  29.152668  8.166433e-06  1.153613e+02  2.734444e-03  0.021325
65935  248.0  910.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   97.869230  -74.110109  122.762757  136.079244   24912.909246    0.045726   24912.932110  3.233345e-02   -0.043368  -0.023428    0.261043    0.265656  10.693022   3.035182  28.378951  1.434615e-05  8.216380e+00  4.437075e-04  0.053885
66067   32.0  911.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -142.233317 -308.250991  339.483417   81.508875   76800.354248    0.040835   76800.374665  2.887448e-02   -0.522384   0.146916    1.393192    1.495143  21.280988  12.844577 -15.708144  2.250468e-04  5.178257e+01  7.794241e-03  0.238575
66073   38.0  911.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -356.512731  392.910419  530.546817  112.095595   76791.908149    0.019387   76791.917842  1.370891e-02   -0.125647   0.034234    0.358838    0.381747  19.946538   0.266486 -15.241042  3.038079e-05  2.784870e+01  2.216296e-03  0.004948
66101   16.0  912.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -371.028470  218.658211  430.666389  172.832466   41080.996223    0.128230   41081.060338  9.067224e-02    0.016967  -0.049315    0.180540    0.188008  16.112360   5.423658 -71.014532  6.293998e-06  2.073518e+00  6.941560e-05  0.098384
66106   21.0  912.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  166.535159 -254.935046  304.509173  417.399848   41082.971498    0.020584   41082.981790  1.455479e-02    0.033455  -0.076867    0.309327    0.320493  15.163633   6.285498 -66.479757  1.839562e-06  2.202129e+01  1.263974e-04  0.113432
66147   62.0  912.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -308.295302  414.922050  516.920014   15.005920   41014.981397    0.013922   41014.988357  9.844144e-03    0.003337  -0.121040    0.592194    0.604447  11.555951   5.256048 -88.420901  2.684312e-03  6.140793e+01  2.727088e-01  0.093502
66222    6.0  914.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  146.986119  323.682527  355.493035    5.660094   59987.243314    0.000141   59987.243385  9.958108e-05    0.004315   0.070842    0.305853    0.314003  13.064338   2.959637  86.514633  9.801363e-03  3.185226e+03  9.942438e+01  0.053004
66280    4.0  916.0    6.0  1.510000e+09     6.0   2.0   0.0  0.0     1.0     9.0 -218.903301   -2.309552  218.915484  324.213528   46942.477170    0.162896   46942.534930  5.725908e-02   39.747981  44.162274  168.716570  178.899250  19.400324   3.519804  48.011401  1.701948e-03  3.124437e+03  2.972415e-02  0.065089
66337   25.0  917.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     2.0 -135.443110 -140.746382  195.331462  682.875869   53789.585990   23.370081   53801.271031  1.652514e+01   -0.027718  -0.039211    0.169567    0.176325  15.811222   2.039707  54.744149  3.781208e-07  1.067011e-02  2.288155e-08  0.036992
66342   30.0  917.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  213.379487 -103.057809  236.963537   18.797314   54364.846550    0.021058   54364.857080  1.489038e-02   -0.106769  -0.148088    0.382195    0.423579  25.532513   4.430045  54.208895  1.198791e-03  2.844844e+01  8.051314e-02  0.085602
66347   35.0  917.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  273.595235  181.200125  328.158251  233.457713   54342.935155    0.018474   54342.944392  1.306310e-02   -0.047975  -0.066832    0.180077    0.197985  24.553480   7.272732  54.327855  3.632581e-06  1.515720e+01  2.781009e-04  0.139178
66437  125.0  917.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -139.414627   78.012598  159.757327    2.481783   53973.264596    0.008613   53973.268902  6.090312e-03   -0.193350  -0.015387    0.261195    0.325339  36.597269   1.796429   4.550137  5.282114e-02  5.342780e+01  8.674402e+00  0.039047
66535   12.0  920.0    4.0  4.000000e+00     1.0   4.0   0.0  0.0     1.0     1.0  189.942228 -261.671244  323.341754  276.023390   90276.986263    0.066546   90277.033385  3.155425e-02    1.207124   0.818396    3.953640    4.214048  20.247728   7.596968  34.136179  5.531051e-05  1.335535e+02  1.752926e-03  0.140912
66539   16.0  920.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0    5.147729  284.451779  284.498354   87.638263   90280.167215    0.034868   90280.184648  2.465513e-02    0.063029   0.011097    0.167161    0.178996  20.949599   1.267216   9.985092  2.330532e-05  7.260275e+00  9.452910e-04  0.023681
66541   18.0  920.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -307.251484  -16.215340  307.679073   96.209578   90276.347228    0.045478   90276.369967  3.215750e-02    0.278748   0.178065    0.904168    0.962773  20.093852   6.177882  32.570478  1.040129e-04  2.994024e+01  3.234585e-03  0.114591
66617   14.0  923.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -235.886950 -380.598517  447.769901  137.344195  101650.512966    0.041060  101650.533495  2.903358e-02    0.056845   0.064488    0.229512    0.245091  20.533729   3.674955  48.604183  1.299294e-05  8.441941e+00  4.475296e-04  0.068445
66637   34.0  923.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -360.441585  -33.517288  361.996609   22.145807  101486.446306    0.035688  101486.464150  2.523541e-02    0.829737   0.377114    2.201928    2.383100  22.485504  14.573780  24.441713  4.859138e-03  9.443850e+01  1.925600e-01  0.272330
66676    9.0  925.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     2.0     1.0  173.455446  156.784996  233.812589  185.709702   58858.246605    0.041960   58858.269375  1.891389e-02   -0.479971  -1.080479    3.769455    3.950530  17.414020   6.234553  66.048228  1.145476e-04  2.088802e+02  6.056590e-03  0.113815
66702   35.0  925.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -433.951159 -138.792912  455.606279    7.594155   60181.121225    0.005878   60181.124164  4.156446e-03   -0.035706  -0.045686    0.146801    0.157842  21.553211   0.422148  51.990989  2.736932e-03  3.798440e+01  6.586374e-01  0.007922
66791   14.0  928.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -369.788157 -133.456927  393.133606  361.948622  101345.151627    0.073132  101345.188193  5.171235e-02    0.162055  -0.025764    1.000958    1.014319   9.309866   5.575824  -9.033510  7.742490e-06  1.961501e+01  1.497252e-04  0.098460
66797   20.0  928.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  -85.081635  -49.999830   98.685701  559.693166  101393.198839    0.737649  101393.567663  5.215965e-01    0.051557  -0.000577    0.214715    0.220843  13.502917   1.946646  -0.640701  7.049913e-07  4.233991e-01  1.351605e-06  0.034935
66868   91.0  928.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -104.684898  -15.060866  105.762742  451.424137  101358.976307    0.150806  101359.051710  1.066359e-01    0.053498   0.044112    0.401305    0.407252   9.802966   4.937923  39.507224  1.998450e-06  3.819122e+00  1.874105e-05  0.087352
66870   93.0  928.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0 -338.385334  -48.289983  341.813628   33.976808  101357.122683    0.026063  101357.131389  1.503154e-02    0.085902   0.080558    0.832199    0.840491   8.054556   1.928732  43.161209  7.280609e-04  5.591886e+01  4.843878e-02  0.033992
66990   23.0  930.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -107.445100 -337.437381  354.130535    5.417084   53516.797703    0.007153   53516.801279  5.057923e-03   -0.224848   0.303544    1.281430    1.335949  16.424892   9.985027 -53.471109  4.552592e-02  2.641822e+02  9.002693e+00  0.180768
67055   10.0  933.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  356.808932  255.719171  438.981672  226.823037   61710.440537    0.018330   61710.449702  1.296131e-02    0.103028  -0.191900    0.465582    0.514014  25.071101  10.135207 -61.769325  9.990814e-06  3.966063e+01  7.708774e-04  0.194276
67088   43.0  933.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -12.857588 -318.216522  318.476172  166.777419   61444.616538    0.048943   61444.641010  3.460814e-02    0.026739  -0.002627    0.179140    0.181144   8.529807   2.533730  -5.611878  6.512530e-06  5.234299e+00  1.881846e-04  0.044702
67102   57.0  933.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0  -57.357546  435.420156  439.181740    7.527419   61444.646637    0.004955   61444.649911  2.835580e-03    0.423334  -0.041684    2.820213    2.852113   8.577433   3.865782  -5.623551  5.033553e-02  1.006185e+03  1.775766e+01  0.068182
67122    2.0  934.0    4.0  3.001000e+03     3.0   1.0   3.0  0.0     3.0     2.0   10.453190  -22.241872   24.575803  279.545781   77442.945002    0.081336   77442.998703  3.660405e-02    0.606428   0.173767    6.398436    6.429630   5.630691   2.321707  15.989192  8.227731e-05  1.756583e+02  2.247826e-03  0.040707
67201   47.0  935.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0   79.418109  315.606425  325.445313  264.665506   84281.773762    0.053943   84281.806663  2.886071e-02    0.072541  -0.200921    0.563402    0.602544  20.764320   2.780069 -70.148191  8.601889e-06  2.087837e+01  2.980587e-04  0.051872
67207   53.0  935.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -268.908563 -283.359717  390.646317   19.791340   84311.201848    0.001260   84311.202478  8.907121e-04    0.155968  -0.334547    0.912377    0.984223  22.026619   3.657620 -65.004787  2.512714e-03  1.106226e+03  2.824187e+00  0.068817
67209   55.0  935.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  130.867616 -107.199116  169.168506  284.217603   83643.064752    0.035762   83643.082633  2.528742e-02    0.062506  -0.130126    0.621575    0.638155  13.075036   0.136433 -64.342691  7.899952e-06  2.523707e+01  3.124187e-04  0.002445
67219   65.0  935.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   49.866959   57.847647   76.374497  330.032121   84636.131474    0.076284   84636.169615  5.394066e-02    0.201174  -0.103120    0.473076    0.524315  25.541196  13.134675 -27.139262  4.813711e-06  9.720403e+00  8.924253e-05  0.251853
67424   22.0  940.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  218.855318  182.716926  285.101956   65.722421   41723.026290    0.032294   41723.042437  2.283514e-02   -0.008904   0.051953    0.437534    0.440700   6.869470   2.978491 -80.275032  1.020271e-04  1.930004e+01  4.468184e-03  0.052337
67441   39.0  940.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -153.475821 -268.335361  309.125692  331.454469   41899.263294    0.052019   41899.289304  3.678304e-02    0.006581   0.073242    0.363441    0.370807  11.438472   4.205705  84.865318  3.375204e-06  1.008119e+01  9.176228e-05  0.074824
67442   40.0  940.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  238.912862  120.604039  267.627894  318.705376   41898.627745    0.039852   41898.647671  2.817946e-02    0.031587   0.230564    1.146451    1.169908  11.474525   1.337900  82.199170  1.151789e-05  4.151779e+01  4.087478e-04  0.023825
67463   61.0  940.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  246.009310  -56.067974  252.317654  258.575671   42047.884379    0.006808   42047.887783  4.813699e-03    0.328713  -0.085336    0.236322    0.413745  55.167288  12.092340 -14.553025  6.188099e-06  8.596940e+01  1.285786e-03  0.366762
67482    3.0  941.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -66.137540 -104.437172  123.617544  665.433509   30482.807798    0.142448   30482.879022  1.007259e-01   -0.071871  -0.033116    0.220101    0.233952  19.775202   3.826701  24.739125  5.283437e-07  2.322678e+00  5.245413e-06  0.070921
67541   62.0  941.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -342.715950 -150.186980  374.179571   16.741351   30544.299426    0.024073   30544.311462  1.702194e-02   -0.041431  -0.042608    0.171593    0.181615  19.103312   4.219224  45.801985  6.479933e-04  1.067008e+01  3.807035e-02  0.077861
67719   42.0  944.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   91.235111   19.798520   93.358593   80.436923   58037.109916    0.061316   58037.140573  4.335667e-02   -0.092623   0.071972    0.573275    0.585159  11.563750   4.087219 -37.848919  9.044050e-05  1.349671e+01  2.086013e-03  0.072752
